platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
tiktok,161,4616,11,59,0,1,0,4,0.24,1
linkedin,92157,1852,1319,591,34,1,0,2,2.15,0
twitter,30459,1345,2241,235,70,1,0,1,1.54,0
twitter,31556,555,560,500,121,1,0,0,5.13,0
linkedin,64209,765,1056,752,93,1,0,1,7.75,0
facebook,200,4909,45,35,0,1,0,0,1.33,1
linkedin,498,1880,5,25,0,1,0,1,2.0,1
tiktok,481,785,43,33,43,1,0,4,1.42,1
instagram,456,1849,46,20,46,0,0,3,1.65,1
twitter,42,1171,40,15,0,0,0,0,1.13,1
twitter,214,3515,6,46,25,0,0,4,0.17,1
facebook,81581,138,3105,549,79,1,0,0,4.11,0
linkedin,107,4083,47,33,0,0,0,5,1.02,1
twitter,81095,1475,1062,1999,57,1,0,0,9.82,0
twitter,61,4300,47,43,0,1,0,1,1.17,1
instagram,386,2799,15,12,0,0,0,0,0.82,1
instagram,23004,600,501,1348,44,1,0,1,1.74,0
instagram,45,2710,49,51,17,1,0,4,1.8,1
instagram,29173,1021,166,1979,66,1,0,2,8.9,0
linkedin,429,4139,14,32,1,1,0,5,0.79,1
tiktok,73095,1556,502,1187,119,1,0,0,2.41,0
twitter,80719,1145,489,911,75,1,0,0,2.94,0
linkedin,97007,621,262,1778,143,1,0,0,4.91,0
instagram,65876,101,1052,501,144,1,0,0,5.07,0
tiktok,143,284,26,22,0,0,0,1,1.12,1
tiktok,38,3233,20,10,0,1,0,4,1.08,1
linkedin,13423,1186,4192,1871,57,1,0,2,6.76,0
twitter,52136,1147,620,1494,81,1,0,0,1.99,0
facebook,89650,1253,4376,1367,133,1,0,2,5.56,0
facebook,98246,1637,502,1786,32,1,0,3,1.41,0
twitter,86674,514,1223,750,147,1,0,0,1.28,0
tiktok,186,1555,42,27,0,1,0,2,0.55,1
linkedin,447,2971,23,59,34,0,0,1,1.49,1
facebook,80832,1073,4538,423,63,1,0,1,3.11,0
twitter,130,1614,13,30,21,0,0,5,1.27,1
instagram,175,4272,37,37,0,0,0,0,1.39,1
twitter,74,2869,8,6,39,0,0,1,1.46,1
twitter,8431,1473,4228,1154,84,1,1,1,1.59,0
twitter,15027,1158,2953,1816,109,1,1,0,7.06,0
instagram,28444,1062,2546,1758,72,1,0,1,8.44,0
facebook,419,2051,40,27,46,0,0,0,1.71,1
facebook,398,1847,29,14,7,0,0,1,1.11,1
facebook,452,2304,3,12,9,1,0,1,1.97,1
tiktok,61824,1574,1132,419,149,1,0,2,6.08,0
linkedin,77970,1833,3349,1008,78,1,0,2,2.23,0
instagram,64,1692,16,52,27,0,0,2,0.41,1
facebook,305,847,17,30,32,0,0,2,0.79,1
linkedin,47387,1365,4062,1678,112,1,0,0,8.47,0
twitter,5697,1591,4028,1249,49,1,0,1,3.93,0
twitter,112,2857,19,24,44,1,0,2,0.18,1
twitter,15350,498,2972,952,124,1,0,0,2.11,0
instagram,72460,1070,3477,1588,91,1,0,1,1.97,0
linkedin,83719,938,3773,381,93,0,0,1,8.52,0
facebook,47477,1532,2509,1705,129,1,0,0,0.6,0
facebook,21063,975,583,304,82,1,0,1,7.65,0
facebook,362,3549,24,21,24,0,0,2,1.14,1
tiktok,17860,1010,3477,1051,89,1,0,0,7.54,0
linkedin,9516,1086,1918,1983,125,1,0,1,1.85,0
facebook,222,3313,15,38,0,0,0,5,1.97,1
tiktok,9568,1500,2825,786,47,1,0,1,2.45,0
linkedin,452,4253,2,57,46,1,0,3,1.1,1
instagram,268,3566,3,45,16,0,0,2,0.1,1
instagram,94737,180,4546,302,80,1,0,0,8.46,0
tiktok,44540,1949,3696,1236,53,1,0,2,5.87,0
tiktok,217,4577,48,44,46,0,0,1,1.84,1
linkedin,396,3937,39,32,0,1,0,4,0.53,1
instagram,50013,449,3704,974,80,1,0,2,5.83,0
instagram,350,1864,40,14,6,1,0,0,0.93,1
facebook,31,200,1,42,45,1,0,5,0.26,1
instagram,257,1164,38,6,0,0,0,1,1.16,1
linkedin,493,4015,13,8,24,0,0,2,0.78,1
twitter,81956,997,1980,718,91,1,1,2,8.2,0
linkedin,6722,1370,3313,1179,53,1,0,1,6.14,0
twitter,260,2501,14,41,0,1,0,1,1.49,1
twitter,79811,1536,1014,669,135,1,0,1,1.07,0
linkedin,42288,310,2125,1028,95,1,0,0,9.65,0
facebook,373,3906,17,35,37,1,0,0,1.82,1
tiktok,402,3019,11,49,0,1,0,0,0.77,1
tiktok,30292,1943,2689,1474,31,1,0,0,6.43,0
tiktok,449,2180,32,11,40,0,0,1,1.78,1
twitter,26427,494,3979,1674,143,1,0,0,1.35,0
facebook,358,2686,25,18,26,1,0,0,0.91,1
instagram,82692,1233,1776,1711,123,1,0,0,6.68,0
facebook,48,1549,6,9,43,1,0,1,1.45,1
tiktok,455,876,20,37,39,0,0,1,1.29,1
facebook,9038,495,2272,1008,123,1,0,2,4.43,0
tiktok,270,3628,2,48,29,0,0,1,0.86,1
twitter,44320,144,1350,1738,106,1,0,0,7.12,0
twitter,418,4189,38,55,37,0,0,0,0.56,1
linkedin,76821,1876,873,1286,36,0,0,3,7.83,0
twitter,68993,474,1126,968,42,1,0,0,0.93,0
twitter,29828,1730,1845,1534,44,1,0,0,4.43,0
facebook,212,1432,10,18,34,1,0,1,0.41,1
tiktok,164,249,46,13,6,0,0,0,1.49,1
instagram,72561,1759,3550,1619,34,1,0,0,7.35,0
instagram,314,2203,3,10,0,0,0,5,1.58,1
linkedin,92179,1552,1938,343,47,1,0,0,3.0,0
facebook,71,607,7,5,22,1,0,0,1.83,1
facebook,41783,1913,4110,554,135,1,0,0,6.93,0
twitter,30214,598,1778,1800,134,1,0,1,2.62,0
twitter,106,1448,1,18,13,1,0,4,1.21,1
twitter,38377,165,3386,300,139,1,0,0,3.78,0
twitter,312,4910,24,37,39,0,0,4,1.36,1
instagram,454,1244,36,23,0,0,0,3,0.59,1
instagram,350,4083,23,20,0,0,0,3,1.02,1
twitter,315,4403,36,47,44,0,0,0,0.93,1
linkedin,8,4608,19,46,1,0,0,4,0.3,1
facebook,394,1552,14,16,0,1,0,1,1.58,1
instagram,13,1769,1,20,41,1,0,1,0.98,1
instagram,386,3194,45,40,0,0,0,0,0.87,1
linkedin,245,4190,10,15,22,0,0,4,0.24,1
twitter,60330,1395,4828,290,90,1,0,0,8.63,0
facebook,2026,1398,4080,1580,110,0,0,0,6.14,0
twitter,59452,1531,1015,436,35,1,0,2,0.7,0
linkedin,234,3842,37,42,0,0,0,0,0.85,1
linkedin,32410,1756,2832,346,142,1,0,1,2.68,0
facebook,2497,1721,2913,1573,125,1,0,1,5.33,0
tiktok,347,4994,40,54,28,0,0,0,1.69,1
linkedin,26295,782,2966,407,96,1,1,0,7.01,0
tiktok,20262,1266,1994,1136,46,1,0,0,7.19,0
facebook,74,2153,34,39,45,1,0,0,1.69,1
tiktok,29956,1053,1237,1064,71,1,0,0,7.41,0
instagram,4245,1040,608,279,125,1,0,1,6.32,0
linkedin,71682,1305,2210,830,45,1,0,0,2.83,0
linkedin,2112,430,2175,1506,140,0,0,0,9.71,0
twitter,484,876,46,33,0,0,0,1,1.85,1
instagram,49279,1611,3785,1261,92,1,0,2,9.87,0
facebook,210,4316,12,35,0,0,0,0,0.19,1
linkedin,129,4313,14,16,11,0,0,2,1.16,1
instagram,11726,456,2267,1038,70,1,0,2,5.75,0
twitter,117,451,34,47,32,0,0,2,0.91,1
twitter,91651,158,4232,546,98,1,0,0,5.86,0
linkedin,74635,1361,3128,455,138,1,0,1,5.65,0
instagram,11719,1678,784,1867,59,1,0,0,7.5,0
facebook,95721,1830,2427,1826,116,1,0,2,3.36,0
linkedin,415,2694,21,7,5,0,0,0,0.46,1
instagram,60667,1274,1726,363,48,1,0,1,0.63,0
instagram,139,1269,46,7,0,1,0,0,1.79,1
tiktok,18321,1117,2957,420,111,1,0,0,9.27,0
instagram,40,3987,47,29,0,1,0,4,0.6,1
tiktok,40826,631,4052,1164,50,1,0,2,4.91,0
tiktok,63993,1083,1410,822,88,1,0,0,5.75,0
instagram,75,3356,6,17,41,1,0,1,1.99,1
twitter,35635,1924,2142,1276,138,1,0,0,5.16,0
twitter,27450,563,1191,441,109,1,0,0,5.12,0
tiktok,386,3620,41,57,0,0,0,2,1.15,1
tiktok,21,1910,35,15,31,0,0,4,0.87,1
twitter,461,695,25,19,29,1,0,0,1.2,1
facebook,441,2395,33,34,0,0,0,1,0.85,1
instagram,148,3227,37,13,28,0,0,1,1.3,1
instagram,277,728,32,33,37,1,0,5,1.06,1
twitter,7578,1869,2853,1075,95,1,0,1,9.24,0
tiktok,382,2648,41,54,39,1,0,1,1.04,1
facebook,58613,860,520,1755,97,1,0,0,0.97,0
facebook,397,4984,2,15,20,0,0,0,0.54,1
facebook,432,791,7,57,36,0,0,0,1.31,1
tiktok,90,1195,25,20,40,0,0,0,1.17,1
twitter,169,1379,30,26,35,1,0,4,0.59,1
tiktok,415,2672,33,55,4,0,0,4,1.11,1
facebook,300,2915,6,53,39,0,0,0,1.28,1
facebook,46115,517,2487,1509,142,1,0,0,9.04,0
twitter,75284,60,2604,1647,116,1,0,0,6.88,0
facebook,392,1306,49,8,4,0,0,5,0.14,1
linkedin,149,298,38,16,30,0,0,4,1.06,1
instagram,57059,1290,2848,1787,82,1,0,1,8.44,0
facebook,14,220,20,29,41,0,0,2,0.53,1
linkedin,212,1269,5,54,0,0,0,3,0.75,1
linkedin,93207,83,2021,569,67,1,0,1,0.71,0
facebook,50467,364,1028,990,72,0,0,2,3.52,0
tiktok,199,2401,29,22,49,1,0,0,1.43,1
tiktok,262,753,11,13,11,0,0,2,1.08,1
linkedin,67,3335,15,18,0,0,0,0,1.6,1
facebook,9856,996,2785,1391,107,1,0,1,8.43,0
tiktok,197,2757,45,48,0,1,0,5,0.24,1
linkedin,288,4410,38,46,0,0,0,2,0.29,1
facebook,79914,364,2291,1277,83,1,0,3,2.14,0
instagram,79302,660,2917,1105,111,1,0,0,1.71,0
facebook,92306,969,2732,1958,78,1,0,0,3.11,0
instagram,421,1693,35,48,0,0,0,2,0.4,1
instagram,18474,1150,2568,1168,90,1,0,0,3.08,0
tiktok,178,2966,29,30,0,0,0,0,1.61,1
facebook,70531,899,309,1991,74,1,0,1,0.81,0
twitter,427,428,45,58,16,1,0,2,0.67,1
instagram,55837,484,1500,227,71,1,0,0,0.65,0
linkedin,109,2175,5,9,0,1,0,0,0.23,1
tiktok,355,1592,43,6,23,0,0,1,0.7,1
instagram,24933,1463,1320,352,101,1,0,1,4.42,0
instagram,77489,550,1706,1490,94,1,0,1,5.93,0
linkedin,91354,432,3277,1296,87,1,0,0,5.81,0
linkedin,91746,1949,1555,1068,98,1,0,1,7.39,0
instagram,176,1368,10,55,0,1,0,0,0.11,1
facebook,81061,757,1290,443,69,1,0,0,4.5,0
instagram,1068,1492,2066,1126,46,1,0,0,9.86,0
instagram,86907,283,4577,467,58,1,0,2,9.87,0
linkedin,153,2972,22,44,0,0,0,0,1.35,1
instagram,2845,261,3123,1135,62,1,0,0,9.23,0
instagram,42056,1095,2370,1334,61,1,0,1,9.57,0
linkedin,47611,1513,1683,765,107,1,0,0,9.39,0
instagram,28,2852,6,44,0,0,0,1,1.83,1
linkedin,247,799,33,14,26,1,0,4,1.7,1
instagram,53095,423,3728,738,130,1,0,0,9.63,0
instagram,50442,1888,861,1029,71,1,0,0,4.47,0
instagram,100,1592,26,20,0,1,0,2,0.88,1
instagram,31554,1490,4679,523,94,1,0,1,3.28,0
instagram,20012,1599,4484,1211,85,1,0,1,8.69,0
tiktok,21471,132,3433,281,127,1,0,2,8.74,0
tiktok,487,4134,13,50,29,0,0,2,1.07,1
linkedin,148,557,13,3,0,0,0,5,1.34,1
linkedin,45880,1896,2594,495,90,1,0,0,9.76,0
tiktok,431,1986,7,34,21,0,0,1,1.5,1
instagram,313,556,26,24,0,0,0,5,1.66,1
linkedin,33632,1468,4154,1463,142,1,0,0,1.97,0
tiktok,74187,1890,3716,1937,105,1,0,1,4.75,0
facebook,484,4972,32,49,0,0,0,1,1.54,1
facebook,3062,161,3267,1112,49,1,0,1,4.95,0
instagram,48,1332,31,53,9,1,0,1,0.1,1
linkedin,57337,416,3833,1016,50,1,0,3,3.03,0
linkedin,34502,1066,1156,1286,122,1,1,0,2.75,0
tiktok,69587,90,3193,1803,145,1,0,1,8.59,0
tiktok,72497,720,96,1496,140,1,0,1,2.38,0
linkedin,126,2024,6,16,0,1,0,5,1.59,1
instagram,214,3226,31,10,0,1,0,5,0.64,1
twitter,933,790,1272,903,113,1,0,0,2.27,0
instagram,105,704,10,20,8,1,0,5,0.29,1
linkedin,12807,1145,451,891,89,1,0,0,1.09,0
instagram,85507,232,1841,1396,107,1,0,1,6.42,0
instagram,306,1332,18,53,0,1,0,2,0.56,1
linkedin,70749,1685,2793,1023,107,1,1,0,1.51,0
facebook,50703,1250,736,898,104,1,0,3,5.08,0
tiktok,54,2533,37,4,24,1,0,0,1.0,1
tiktok,82,1739,24,26,17,0,0,1,0.46,1
twitter,434,4232,33,46,8,0,0,1,1.38,1
linkedin,382,850,7,4,0,0,0,3,0.93,1
instagram,63603,169,3833,929,84,1,0,0,9.65,0
tiktok,236,2465,19,16,20,0,0,0,1.21,1
linkedin,499,1265,17,46,17,0,0,1,1.98,1
tiktok,92554,1123,2230,879,120,1,0,0,2.95,0
instagram,61936,161,1118,1686,129,1,0,1,5.42,0
instagram,90001,610,1052,1066,46,1,0,0,5.33,0
linkedin,358,1797,43,58,0,0,0,1,0.29,1
tiktok,474,3406,23,59,7,0,0,0,1.84,1
twitter,4171,1189,4695,378,39,1,0,2,5.7,0
tiktok,47,900,12,18,20,0,0,0,0.25,1
instagram,24165,882,847,1065,67,1,0,0,2.76,0
linkedin,37621,1922,184,239,90,1,0,2,4.27,0
facebook,98243,1481,2900,980,46,1,0,0,2.06,0
instagram,486,3001,26,33,7,0,0,0,1.65,1
facebook,267,907,2,37,37,1,0,2,1.96,1
tiktok,135,2094,14,9,41,1,0,0,1.09,1
instagram,452,1673,29,22,12,0,0,5,1.12,1
tiktok,163,555,0,11,0,1,0,0,1.23,1
tiktok,421,2983,29,49,27,0,0,4,1.79,1
twitter,462,1419,13,59,49,0,0,0,1.69,1
instagram,27,4047,28,10,20,1,0,2,1.14,1
twitter,19878,972,1731,1713,41,1,0,2,2.85,0
twitter,14806,1883,3724,480,59,1,0,2,2.57,0
linkedin,341,2593,21,46,32,0,0,4,0.64,1
facebook,55569,1291,1982,185,96,1,0,0,4.11,0
linkedin,425,3418,8,36,14,0,0,0,0.13,1
instagram,19623,960,2051,893,44,1,0,0,3.84,0
tiktok,373,3017,19,21,0,0,0,4,1.54,1
linkedin,74455,1110,1676,1530,123,1,0,0,7.74,0
twitter,66,2507,14,28,0,1,0,1,1.71,1
instagram,24,507,5,26,0,0,0,3,1.96,1
twitter,14,241,19,16,6,0,0,3,1.46,1
facebook,96781,1782,505,1280,87,1,0,1,7.07,0
tiktok,22011,51,1219,727,117,1,0,1,3.05,0
twitter,359,951,9,30,27,1,0,2,1.0,1
instagram,39287,609,833,1903,76,1,0,0,1.57,0
linkedin,91,4850,13,34,0,0,0,5,1.0,1
instagram,60420,1465,4659,619,94,1,0,1,3.36,0
facebook,37505,1915,3905,1884,96,1,0,1,5.71,0
twitter,2055,1925,2266,502,73,1,0,0,8.91,0
tiktok,288,869,10,6,0,0,0,2,1.41,1
twitter,277,1534,44,10,41,0,0,0,0.87,1
facebook,451,4529,32,18,0,1,0,1,0.19,1
facebook,402,2731,48,18,0,1,0,2,1.61,1
linkedin,9170,540,272,1895,40,1,1,2,6.58,0
linkedin,185,2560,36,2,33,1,0,1,1.59,1
twitter,43025,644,2817,286,88,1,0,1,6.71,0
linkedin,6982,1896,4970,232,67,1,0,0,1.91,0
linkedin,68160,591,3835,1175,35,1,0,1,9.14,0
twitter,94598,1741,1381,1920,145,1,1,0,8.29,0
instagram,32435,192,1999,333,123,1,1,0,9.28,0
twitter,80352,742,836,341,111,1,0,0,3.38,0
facebook,83122,219,2316,213,58,1,0,0,7.96,0
instagram,59283,584,62,1469,149,1,0,1,8.4,0
tiktok,331,4709,16,19,39,1,0,2,1.83,1
linkedin,88909,430,1577,1775,91,1,0,0,2.86,0
tiktok,341,333,16,37,0,1,0,4,1.18,1
twitter,4683,656,4419,1173,90,0,1,2,7.25,0
linkedin,79928,1336,1071,575,52,1,0,0,3.14,0
facebook,17,3381,44,44,36,0,0,3,1.54,1
linkedin,132,4374,44,26,0,0,0,0,1.26,1
instagram,173,3368,38,6,38,0,0,4,1.51,1
tiktok,35806,1289,3640,1922,86,1,0,0,3.15,0
instagram,98,568,47,19,1,0,0,1,1.03,1
instagram,148,4696,49,18,0,1,0,3,1.25,1
instagram,313,610,20,20,33,0,0,1,0.65,1
instagram,291,4782,28,39,0,1,0,4,1.2,1
tiktok,101,3403,3,18,0,1,0,1,0.3,1
instagram,60894,145,620,1079,42,1,0,3,8.92,0
facebook,420,4325,13,11,0,1,0,2,0.75,1
linkedin,30159,509,1240,445,145,1,0,0,6.25,0
linkedin,299,1271,10,58,0,1,0,4,0.6,1
instagram,14392,775,4309,630,79,1,0,0,8.98,0
instagram,155,1409,43,40,31,1,0,5,0.27,1
linkedin,36,1735,40,6,0,1,0,1,1.84,1
facebook,19556,1348,3498,964,74,1,1,0,2.0,0
instagram,395,4733,27,29,45,0,0,1,1.18,1
tiktok,24158,1937,4329,524,81,1,0,2,6.95,0
twitter,239,3171,21,28,0,1,0,2,0.14,1
linkedin,445,4900,7,42,0,0,0,4,1.28,1
twitter,13,2465,29,42,44,1,0,0,0.27,1
tiktok,1712,1395,1942,1736,55,1,0,1,4.74,0
instagram,41762,1203,4491,1013,77,1,0,0,4.15,0
tiktok,180,1492,6,58,40,0,0,3,1.88,1
twitter,52825,70,722,546,99,1,1,0,7.09,0
linkedin,65196,376,2207,1403,74,1,0,1,5.36,0
instagram,50,1799,28,19,42,0,0,0,1.83,1
linkedin,363,2799,20,55,42,1,0,1,0.11,1
linkedin,265,3517,45,47,8,0,0,2,1.33,1
instagram,78270,1458,798,1928,88,1,1,0,8.79,0
linkedin,36016,570,4539,1059,40,1,1,2,9.86,0
tiktok,76667,1192,3190,624,123,1,0,0,2.61,0
twitter,62083,358,4163,1004,124,1,0,1,9.36,0
instagram,90949,556,2270,1197,44,1,0,0,4.95,0
twitter,360,2206,45,11,0,0,0,1,1.5,1
linkedin,208,447,30,58,30,1,0,3,0.77,1
instagram,423,2349,10,57,0,0,0,3,1.19,1
facebook,140,1536,19,25,5,0,0,0,1.58,1
linkedin,73620,1281,1243,1946,60,1,0,0,1.99,0
linkedin,56491,1315,1377,1696,109,1,1,1,7.58,0
twitter,85,4436,25,44,21,1,0,5,0.62,1
twitter,165,4319,21,50,0,0,0,1,1.22,1
instagram,332,1471,37,17,8,0,0,1,0.36,1
linkedin,87726,1816,2452,1337,32,1,0,1,4.13,0
instagram,253,1775,29,14,9,0,0,2,0.88,1
twitter,253,1670,12,14,25,1,0,0,1.15,1
tiktok,94177,1199,1952,1943,112,0,0,2,5.17,0
linkedin,52573,1144,2201,845,145,1,0,0,2.09,0
facebook,48,2095,47,6,32,0,0,3,1.27,1
instagram,34,4623,43,29,0,0,0,0,1.87,1
tiktok,1,3740,19,11,33,0,0,2,0.31,1
linkedin,250,843,8,54,0,0,0,2,1.49,1
instagram,89662,1088,4301,1055,64,1,0,1,9.86,0
linkedin,123,3251,18,9,5,0,0,0,1.19,1
instagram,10561,1342,4730,797,125,0,0,2,6.68,0
tiktok,168,1588,41,57,0,0,0,5,0.44,1
tiktok,28153,1256,601,1913,54,1,0,0,2.63,0
facebook,89,2922,15,52,0,0,0,0,1.41,1
linkedin,25148,927,2814,614,51,1,0,0,4.91,0
instagram,314,1630,32,54,38,1,0,0,1.54,1
tiktok,2528,749,814,1056,135,1,0,0,2.72,0
tiktok,21982,955,2830,270,85,1,0,0,4.53,0
twitter,457,2554,49,58,0,0,0,3,1.75,1
instagram,398,1725,7,38,0,1,0,4,0.87,1
linkedin,449,4001,35,14,0,0,0,2,0.31,1
instagram,83979,704,2313,413,55,1,0,1,2.25,0
twitter,78250,296,3561,720,93,1,1,0,5.27,0
facebook,99,1642,15,29,0,0,0,2,0.58,1
linkedin,57807,824,4329,1699,75,1,0,1,8.31,0
tiktok,76,3086,18,59,0,1,0,2,1.01,1
linkedin,390,248,19,18,19,1,0,0,1.14,1
linkedin,468,2163,36,7,11,0,0,1,0.67,1
instagram,189,4309,42,52,3,0,0,4,0.46,1
twitter,265,3010,48,2,26,1,0,0,1.99,1
linkedin,123,761,48,3,7,0,0,2,0.51,1
twitter,393,3432,8,18,2,1,0,3,1.02,1
twitter,21984,1653,1021,1398,84,1,0,3,7.08,0
linkedin,67407,60,484,1235,101,1,1,1,6.27,0
tiktok,251,2499,32,56,42,0,0,4,0.5,1
instagram,419,1886,0,27,31,0,0,1,1.14,1
linkedin,1610,427,980,258,136,1,0,0,3.76,0
facebook,663,1368,700,1863,119,1,0,0,2.42,0
tiktok,292,1346,15,9,0,0,0,1,1.6,1
instagram,4638,1355,1639,1075,32,1,1,0,4.86,0
tiktok,474,1332,15,11,13,1,0,1,0.52,1
instagram,225,1406,32,39,0,0,0,0,0.48,1
twitter,64825,701,2227,1108,44,1,0,3,8.89,0
tiktok,44356,1837,568,1771,34,1,0,0,9.19,0
twitter,225,1161,24,6,7,0,0,3,1.88,1
linkedin,61331,434,3128,1054,141,1,1,0,1.2,0
linkedin,12352,887,142,1725,69,1,0,0,4.47,0
facebook,13731,1277,4177,816,137,1,0,0,6.24,0
facebook,249,3888,18,14,0,0,0,3,0.79,1
linkedin,59867,1196,3834,482,86,1,0,1,1.57,0
tiktok,69167,1031,2326,1543,77,1,0,0,1.66,0
linkedin,53027,426,3472,1776,52,1,0,0,9.18,0
linkedin,178,456,40,10,0,1,0,0,1.08,1
twitter,242,679,26,31,2,0,0,0,1.55,1
facebook,12,1203,43,39,38,1,0,3,1.36,1
linkedin,124,218,37,26,0,1,0,1,1.15,1
twitter,48765,646,3799,217,76,1,0,2,5.71,0
tiktok,43834,1571,679,578,67,1,0,0,8.25,0
linkedin,25985,70,4861,719,142,1,1,2,7.96,0
facebook,81062,468,3347,1417,132,1,0,0,9.69,0
instagram,491,421,3,13,19,0,0,0,1.6,1
facebook,37671,1944,4262,1805,112,1,0,1,8.06,0
twitter,4,3692,6,40,0,0,0,5,0.91,1
facebook,79128,1765,1719,328,74,1,0,1,9.41,0
tiktok,99628,1739,4641,802,119,1,0,0,2.39,0
instagram,41056,1989,621,277,88,1,0,0,2.63,0
linkedin,51300,1971,812,1730,104,1,1,0,9.04,0
twitter,53645,820,479,311,86,1,0,2,5.48,0
facebook,301,486,38,27,0,0,0,1,1.6,1
twitter,1355,735,1265,1613,130,1,1,0,5.28,0
twitter,252,4516,2,9,34,0,0,0,0.63,1
instagram,239,3084,9,20,21,1,0,0,0.44,1
linkedin,12,4358,23,30,0,0,0,1,1.22,1
facebook,174,3662,16,12,0,0,0,0,1.13,1
tiktok,245,1027,10,5,0,0,0,2,1.25,1
facebook,89,1746,39,23,12,0,0,0,0.81,1
twitter,49636,869,1859,885,111,1,1,1,7.23,0
linkedin,71204,1427,1427,1055,106,1,0,0,6.26,0
twitter,65595,1350,252,1124,132,1,0,0,9.82,0
linkedin,18,3193,28,45,37,0,0,1,0.21,1
linkedin,82670,568,535,376,48,1,0,0,1.64,0
instagram,148,1561,37,27,0,0,0,1,1.63,1
tiktok,302,4782,34,23,5,0,0,1,1.06,1
instagram,3197,1283,3233,919,134,1,0,2,3.36,0
linkedin,31584,238,4270,1891,52,1,0,1,5.02,0
tiktok,42801,1220,2598,1555,69,0,0,3,4.42,0
instagram,105,1936,27,44,42,1,0,0,0.32,1
tiktok,42207,1181,2746,556,38,1,0,0,9.28,0
linkedin,49298,1111,568,539,39,1,0,1,8.6,0
facebook,71618,603,3569,1197,78,1,0,0,3.43,0
facebook,368,925,6,57,29,0,0,0,1.8,1
instagram,174,2926,21,26,43,0,0,0,0.18,1
instagram,89675,700,707,1879,32,1,0,1,7.77,0
tiktok,121,955,46,50,44,1,0,5,0.52,1
tiktok,59618,1264,2620,435,134,1,0,0,2.94,0
facebook,198,3353,41,34,12,0,0,1,1.99,1
instagram,3,2278,16,10,21,1,0,1,0.47,1
twitter,470,518,3,26,38,0,0,1,1.26,1
tiktok,372,2554,25,35,15,1,0,1,1.54,1
linkedin,67153,253,86,809,86,1,0,0,1.83,0
tiktok,32974,1228,1080,694,33,1,0,1,9.34,0
instagram,39348,704,2429,609,149,1,0,0,1.4,0
tiktok,47606,1509,2896,1216,31,1,0,2,8.06,0
tiktok,382,2221,7,42,0,0,0,0,0.63,1
twitter,159,3494,30,1,42,1,0,1,0.31,1
linkedin,88,4635,46,52,0,0,0,0,1.67,1
facebook,362,2681,26,10,44,1,0,2,0.94,1
tiktok,481,2657,5,50,0,1,0,1,0.29,1
instagram,38450,388,371,342,109,1,0,0,2.63,0
twitter,355,3334,18,21,0,1,0,1,0.91,1
linkedin,228,833,32,6,0,1,0,3,1.2,1
facebook,31000,192,3906,1752,80,0,0,3,0.61,0
linkedin,230,2719,18,13,42,1,0,0,1.03,1
twitter,320,2040,3,13,0,0,0,2,0.46,1
linkedin,110,4685,3,12,22,0,0,4,1.19,1
linkedin,46636,794,4686,1037,106,1,0,1,8.52,0
twitter,348,283,16,26,0,0,0,0,0.64,1
tiktok,389,414,25,9,0,1,0,4,0.94,1
linkedin,80176,601,4227,1365,142,1,0,2,7.73,0
twitter,66251,1634,319,1080,77,1,0,2,4.44,0
linkedin,50421,1842,1562,507,114,1,0,3,2.2,0
twitter,49760,1965,232,1834,65,1,0,0,2.41,0
tiktok,21163,1340,2567,1308,79,1,0,0,7.73,0
tiktok,29,4974,43,16,0,0,0,0,0.23,1
instagram,34547,703,965,1735,73,1,0,0,1.2,0
linkedin,395,227,43,13,0,1,0,5,1.74,1
linkedin,14639,1785,972,684,100,1,0,2,6.83,0
tiktok,70055,144,317,372,89,1,0,0,2.78,0
facebook,192,4519,37,12,46,1,0,0,1.56,1
tiktok,154,2345,21,3,16,0,0,0,0.76,1
twitter,57,1381,42,27,18,1,0,0,1.18,1
facebook,480,1379,17,52,27,1,0,2,0.31,1
facebook,46,262,39,13,0,1,0,4,0.6,1
tiktok,58311,753,4486,1258,58,1,0,1,7.97,0
instagram,88614,834,2692,1521,116,1,0,0,2.71,0
tiktok,150,2487,22,40,8,0,0,0,0.39,1
instagram,54451,597,3674,1562,67,1,0,0,5.26,0
linkedin,428,4927,32,20,0,1,0,2,1.45,1
facebook,417,3507,49,55,0,0,0,1,0.62,1
facebook,69401,410,2632,774,85,1,0,1,5.28,0
facebook,428,3069,44,9,47,1,0,3,0.33,1
tiktok,173,3946,11,29,0,1,0,2,1.36,1
tiktok,13,3068,31,26,0,0,0,3,1.63,1
instagram,39055,1331,2887,1658,137,1,0,0,9.78,0
facebook,278,2178,36,39,27,1,0,3,0.24,1
twitter,69383,111,220,1818,121,1,0,1,5.38,0
tiktok,68185,1058,2463,1684,67,1,0,1,9.05,0
twitter,77257,139,3651,762,95,1,1,1,4.41,0
twitter,15711,1206,2246,1006,149,1,1,1,2.16,0
instagram,91,3654,0,2,7,0,0,0,0.6,1
tiktok,1533,1526,4616,1577,59,1,0,0,9.78,0
twitter,370,4508,12,40,25,1,0,2,1.12,1
twitter,126,2839,48,48,0,0,0,4,0.56,1
linkedin,145,1705,34,59,10,0,0,0,1.3,1
instagram,20093,743,2092,1394,60,1,0,2,4.45,0
tiktok,61164,1770,3096,624,114,1,0,0,8.28,0
twitter,437,747,48,56,0,0,0,1,0.31,1
