platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
x,79198,4882,2051,1268,158,1,0,0,2.8,0
other,39044,8589,636,1534,145,0,0,6,0.65,0
x,21230,2250,3653,385,55,0,0,8,1.26,1
other,74163,7649,1171,51,241,0,0,3,1.94,0
telegram,52482,0,3234,971,169,0,0,7,5.52,1
x,58899,2555,5554,996,133,1,0,8,2.5,1
telegram,21747,0,1889,3642,174,1,0,0,4.21,0
facebook,1922,9881,2946,2998,51,1,0,7,3.89,1
telegram,86753,0,4169,3963,96,0,0,3,4.73,1
telegram,44331,0,2534,1863,90,0,0,5,1.53,0
telegram,72776,0,1471,3497,142,1,0,1,3.32,0
telegram,94071,0,2859,2767,105,0,0,6,5.12,1
linkedin,41370,49,969,234,237,0,1,9,5.03,1
other,15376,3831,542,1744,197,0,0,6,0.85,0
other,61314,6357,2602,2151,131,1,0,7,5.25,1
instagram,28768,6485,2702,222,269,1,0,3,3.99,0
x,83804,8204,4716,947,139,1,0,5,0.17,0
tiktok,1924,2598,2101,1166,31,1,0,4,5.52,1
linkedin,43078,6706,980,807,28,1,0,4,4.56,1
linkedin,28262,8072,124,1999,107,0,0,0,3,0
other,73366,5182,3053,771,19,1,0,5,1.09,0
facebook,50658,5517,4918,833,70,0,0,3,4.27,0
tiktok,7338,149,1868,3099,115,0,0,1,4.09,0
linkedin,8973,2297,254,3291,261,0,0,9,1.83,1
facebook,69672,9462,4893,2219,168,0,0,4,5.98,1
instagram,86916,1943,1433,1549,178,0,0,7,3.66,1
linkedin,36711,8174,673,2436,241,0,0,9,2.83,1
instagram,4482,8691,1087,3655,216,1,0,1,1.28,0
facebook,18910,7634,4530,762,114,1,0,9,3.2,1
telegram,56494,0,245,1281,153,0,1,1,3.04,0
linkedin,49326,5090,283,861,184,1,0,8,4.24,1
instagram,27684,9368,2572,2658,216,1,0,0,1.61,0
tiktok,83211,1746,1327,2779,215,0,0,7,3.86,1
x,48115,6871,5689,1206,214,0,0,7,0.37,1
linkedin,15761,3845,393,1783,202,0,0,6,3.36,0
telegram,12026,0,2726,1701,69,0,0,6,1.01,0
telegram,40935,0,4227,3599,290,0,0,6,1.94,0
instagram,33241,7345,4610,1708,139,0,0,9,5.91,1
linkedin,48798,1607,864,399,67,1,0,3,3.84,0
x,30984,9611,7473,1243,101,0,0,6,3.73,0
tiktok,10248,8352,2061,2771,0,1,1,9,2.67,1
instagram,55324,1236,2815,963,165,0,0,2,2.15,0
tiktok,16772,3494,205,1527,7,0,0,6,4.48,1
telegram,57410,0,1757,2201,53,1,0,0,0.95,0
telegram,35645,0,4220,3714,168,0,0,3,3.36,0
facebook,1082,6115,2330,1862,272,0,0,9,2.99,1
facebook,55381,5642,4525,341,74,0,0,8,3.04,1
instagram,79054,4409,3755,1455,12,0,0,4,1.21,0
telegram,1218,0,1022,2399,125,1,0,5,3.76,0
instagram,60096,9963,4640,3093,118,1,0,6,0.46,0
tiktok,53839,6462,711,3052,151,1,0,5,0.13,0
telegram,34072,0,1971,517,4,1,0,9,3.93,1
instagram,2956,4930,2515,1993,32,1,0,0,5.64,1
other,21352,8614,3689,1024,241,0,0,8,5.51,1
linkedin,12111,6805,924,2250,246,1,0,7,5.21,1
other,62103,2014,3260,807,57,0,0,7,0.92,1
instagram,40078,7661,432,2315,226,0,1,7,3.24,1
x,94594,8034,2612,3885,141,0,0,5,2.39,0
x,2670,4451,6841,3642,119,0,0,0,5.75,1
x,17358,2870,1177,2192,93,1,0,0,0.94,0
facebook,99276,5207,3839,729,212,0,0,2,0.51,0
linkedin,18227,5837,33,350,226,1,0,6,4.8,1
x,33414,6295,9782,3761,266,0,0,8,3.39,1
other,78672,8861,1991,2705,230,1,0,1,1.35,0
linkedin,4971,8364,762,786,22,1,0,6,5.24,1
other,52452,24,3101,215,68,1,0,4,3.55,0
linkedin,1985,131,445,2787,247,0,0,7,5.69,1
tiktok,7548,9412,774,3123,183,0,0,3,1.97,0
x,94024,5834,4260,1751,153,1,1,0,3.09,0
instagram,5609,9848,3132,1657,150,0,0,3,2.96,0
instagram,18413,8718,833,3731,108,1,0,9,1.31,1
other,45712,6376,4886,1089,234,1,0,9,3.04,1
facebook,60162,9453,3138,398,107,1,0,6,3.74,0
tiktok,68344,7161,2637,3691,234,0,0,8,0.9,1
other,3650,7099,470,1566,229,0,0,7,1.77,1
x,51259,5230,757,3016,26,0,1,0,0.95,0
linkedin,42110,2122,452,2870,296,0,0,8,0.36,1
telegram,68582,0,3403,599,262,0,0,1,0.3,0
other,92159,8346,203,2634,170,0,0,5,3.7,0
telegram,4923,0,3415,176,132,0,0,8,2.14,1
telegram,72746,0,797,505,70,1,0,5,5.35,1
telegram,58784,0,4891,1555,147,1,0,8,4.79,1
instagram,54933,8071,4106,1276,294,0,0,2,2.97,0
instagram,88290,4796,2363,727,129,0,0,6,2.55,0
telegram,9664,0,4733,3811,252,0,0,0,5.77,1
other,15754,6394,3637,285,27,0,0,7,0.2,1
other,99524,9583,2098,1754,46,1,0,2,1.23,0
other,56232,2661,3842,1961,266,1,0,9,0.61,1
telegram,10057,0,2063,3856,257,0,0,8,2.52,1
linkedin,16769,2177,895,168,41,0,0,0,0.67,0
other,16447,8773,3021,3853,207,0,0,7,5.96,1
instagram,37550,6025,4981,3843,127,1,0,7,0.76,1
facebook,68812,6296,2061,2745,14,1,0,8,3,1
telegram,99096,0,4882,2348,180,1,1,1,0.55,0
linkedin,38006,3778,15,3777,292,1,0,4,5.45,1
instagram,9852,4992,4496,2697,257,1,0,1,2.83,0
other,17443,7523,3687,2336,19,1,0,6,0.84,0
tiktok,37830,7050,933,3017,81,0,0,4,4.11,0
linkedin,23446,9813,748,2772,172,1,0,0,5.81,1
linkedin,44593,5719,336,210,88,1,0,1,1.96,0
telegram,84874,0,2892,2643,51,0,0,3,0.12,0
tiktok,22560,450,1513,1564,196,0,0,3,5.53,1
facebook,87681,256,4872,1989,194,0,0,1,1.46,0
x,66354,5781,5858,3045,201,0,0,2,1.71,0
tiktok,53171,697,2429,1980,7,1,0,9,3.08,1
facebook,72683,9500,3203,2607,194,1,0,4,5.48,1
x,72298,7929,172,2732,231,1,0,7,2.54,1
linkedin,7045,3051,643,2421,269,0,0,5,3.43,0
other,65696,3868,896,1451,190,1,0,1,2.05,0
facebook,67262,9032,3153,3679,249,1,0,3,2.13,0
tiktok,5250,6619,2550,239,147,0,1,8,0.8,1
linkedin,37911,4864,242,2675,129,0,0,9,5.35,1
tiktok,36978,8005,1859,690,68,0,0,9,1.98,1
facebook,49222,2065,2508,2769,13,0,0,3,2.02,0
facebook,65020,8868,2489,897,214,1,0,8,3.92,1
telegram,84793,0,636,996,299,0,0,6,0.57,0
other,88938,9326,3632,2118,93,1,0,8,4.55,1
x,93012,6691,4914,150,83,0,0,6,2.32,0
facebook,87148,1314,3727,1591,108,1,0,1,5.7,1
linkedin,26451,5690,657,268,38,1,0,2,1.69,0
other,46454,5178,3287,922,294,1,0,8,4.68,1
linkedin,3496,6181,878,3615,141,1,0,6,5.25,1
facebook,27799,3667,3876,3866,268,1,0,5,2.56,0
tiktok,42530,5566,1018,2178,51,1,0,4,4.62,1
other,20491,3331,854,1896,60,0,0,8,0.17,1
telegram,2889,0,4301,3013,81,1,0,4,6,1
facebook,22880,3670,1737,55,8,1,0,7,3.2,1
linkedin,7918,869,949,417,186,1,0,7,2.55,1
telegram,18405,0,1240,521,119,1,0,4,1.65,0
x,40658,6929,3712,1248,211,1,0,4,1.76,0
facebook,62744,1409,3294,1661,26,0,0,3,3.12,0
linkedin,49967,3919,224,3336,264,0,0,6,4.84,1
other,88952,3534,3941,1722,89,1,0,1,1.85,0
telegram,63155,0,2759,3902,71,0,0,8,1.04,1
telegram,55114,0,1563,2656,185,0,0,0,1.63,0
facebook,58806,9077,2388,618,95,1,0,0,3.08,0
facebook,54691,5710,4940,1369,78,1,0,0,0.28,0
linkedin,28029,2747,94,2369,127,1,0,2,0.65,0
telegram,13385,0,2280,937,131,0,0,0,5.29,1
other,51925,794,3865,1418,201,0,0,4,5.45,1
telegram,4595,0,3278,2867,101,1,0,3,1.06,0
linkedin,43172,7790,385,3405,254,1,0,6,1.04,0
telegram,81196,0,2253,973,297,1,0,3,5.41,1
other,15037,2474,2200,1088,193,0,0,0,2.68,0
facebook,8804,5611,795,1458,112,1,0,9,4.67,1
other,38737,8307,1067,742,16,1,0,2,0.41,0
telegram,80294,0,4796,1927,52,1,0,9,3.6,1
facebook,17349,5507,3648,398,22,0,0,4,2.86,0
telegram,74965,0,3130,194,166,0,0,3,2.45,0
linkedin,34034,3625,883,3340,296,1,0,8,1.57,1
facebook,41751,2831,4041,595,239,1,0,7,2.34,1
instagram,50715,7349,1850,1959,4,0,0,1,3.23,1
facebook,2928,8805,1343,1505,292,1,0,9,1.3,1
instagram,11881,76,4971,93,120,0,0,6,5.33,1
tiktok,21536,7682,1537,850,279,0,0,7,3.39,1
instagram,61032,6853,4064,3345,88,0,1,6,2.4,0
other,71469,3475,3459,2837,76,0,0,3,2.27,0
x,98633,1933,3157,3615,32,0,0,3,5.33,1
other,30632,8297,714,180,197,1,0,1,0.88,0
facebook,68322,5769,4784,199,34,1,0,1,0.43,0
facebook,54154,3729,4526,3811,167,0,0,8,1.81,1
facebook,91788,2038,1443,3115,290,1,0,9,1.09,1
instagram,96881,1025,2057,3899,40,1,0,3,3.29,0
facebook,14849,5779,1390,2714,201,1,0,8,1.77,1
tiktok,19623,9250,1502,350,62,1,0,2,2.06,0
x,36303,8392,3081,302,165,1,0,0,4.37,0
tiktok,69057,1986,2995,425,154,1,0,6,1.15,0
facebook,19731,9963,2838,3663,225,1,0,8,2.93,1
x,91787,8389,6155,2587,298,1,0,4,0.24,0
instagram,3980,4221,379,1165,75,0,0,7,1.81,1
instagram,75379,8,2176,2338,257,0,1,8,2.11,1
tiktok,10537,2352,2369,2671,161,0,0,2,1.35,0
facebook,76922,4723,2419,2398,207,1,1,6,2.78,0
linkedin,14255,8100,401,3723,249,1,1,0,2.27,0
instagram,72042,7041,2985,1335,271,0,1,9,5.58,1
linkedin,20947,6298,109,1508,112,0,0,2,1.44,0
tiktok,61892,1785,2141,3007,240,1,0,9,4.74,1
facebook,37890,93,3386,1371,63,1,0,8,2.02,1
linkedin,626,2423,771,3694,126,0,0,9,3.6,1
other,99855,1722,78,2760,148,1,0,6,3.36,0
tiktok,7973,7702,2605,1840,249,1,0,1,3.38,0
linkedin,43409,7774,147,340,88,0,0,1,3.55,0
linkedin,2167,4902,948,131,191,0,0,1,5.22,1
instagram,17221,6927,4368,753,30,1,0,1,0.56,0
other,79400,8937,2056,3043,61,1,0,1,3.95,0
telegram,68519,0,4801,3159,34,1,1,9,0.67,1
telegram,7549,0,2734,3732,37,1,0,0,0.65,0
tiktok,54583,4012,596,1503,236,1,0,9,2.59,1
telegram,7637,0,3289,2016,269,0,0,9,4.41,1
tiktok,6849,9950,719,2401,4,0,0,0,5.24,1
linkedin,39487,5169,797,1398,218,1,0,7,3.53,1
linkedin,19201,477,817,873,163,1,0,7,0.5,1
tiktok,31110,8562,343,3135,34,0,0,1,0.77,0
other,36331,189,1572,1742,126,1,0,2,3.16,0
instagram,27278,6152,478,2732,78,1,0,8,5.47,1
facebook,21494,2823,600,230,46,0,0,2,1.72,0
other,31362,4823,550,546,0,1,0,5,0.76,0
other,52882,8081,918,1394,114,1,0,8,1.03,1
instagram,77413,6697,823,2651,231,0,0,3,5.24,1
telegram,49410,0,224,3906,240,0,0,9,2.67,1
telegram,49456,0,1584,524,89,0,0,4,1.61,0
tiktok,36622,6407,2365,3104,106,0,0,7,3.22,1
telegram,9718,0,291,791,14,0,0,4,3.98,0
other,26986,7735,2332,2345,172,1,0,8,3.47,1
tiktok,32500,6546,1495,2376,112,1,0,2,3.94,0
linkedin,19073,3849,517,247,68,1,0,7,4.9,1
tiktok,46008,8607,2263,3807,49,1,0,0,0.46,0
tiktok,88552,8790,150,1852,254,1,0,4,3.19,0
facebook,91820,2968,2034,532,80,0,0,9,0.24,1
facebook,55831,2293,3909,2614,19,1,0,3,5.39,1
facebook,17101,429,4634,3184,279,1,0,4,0.14,0
facebook,36059,5057,779,2634,107,0,0,4,0.82,0
other,35421,326,4379,249,173,1,0,7,3.12,1
tiktok,7032,2403,2027,3488,291,1,0,6,3.48,0
tiktok,35847,5766,2677,3029,255,0,0,4,0.78,0
telegram,85843,0,1498,139,233,1,0,7,5.43,1
instagram,87755,2217,2472,3447,104,0,0,4,0.49,0
instagram,98206,3590,1218,3070,89,1,0,1,3.28,0
other,4123,7108,572,2040,269,1,0,5,5.36,1
facebook,71180,9268,1976,1144,46,1,0,6,4.8,1
instagram,57557,9856,4907,1355,81,1,1,2,0.31,0
x,16105,1506,7765,3815,43,1,0,9,3.55,1
instagram,8382,1223,284,910,51,0,0,0,2.19,0
instagram,87267,4438,4664,185,153,0,0,1,3.55,0
x,38398,4840,8552,2946,208,0,0,4,3,0
telegram,87794,0,4204,554,159,0,0,8,2.24,1
facebook,95057,2024,437,3821,128,1,0,0,3.53,0
instagram,4721,5156,1813,2189,214,1,0,9,4.89,1
linkedin,45624,9340,19,3391,68,0,0,7,2.13,1
tiktok,6794,3283,1878,3241,47,0,0,0,5.96,1
linkedin,39933,9448,729,1446,174,0,0,5,3.12,0
telegram,67300,0,2211,3773,180,1,1,5,5.98,1
tiktok,70202,376,655,2084,72,0,0,4,2.35,0
x,50406,6981,6615,3784,17,0,0,6,0.19,0
tiktok,37679,7190,2865,2540,250,1,0,6,5.21,1
other,16108,5130,275,570,86,1,0,4,2.82,0
tiktok,28570,1722,1690,557,238,0,0,7,5.62,1
tiktok,3190,7084,1295,2840,231,0,0,4,3.34,0
x,22333,4224,9897,898,274,0,0,7,1.71,1
instagram,59660,9327,4393,1631,116,1,0,5,2.01,0
x,53934,7265,3954,230,26,0,0,5,5.9,1
instagram,89690,1552,2808,3666,266,0,0,5,0.21,0
other,7758,1857,4636,938,295,1,0,5,5.74,1
linkedin,44949,2656,668,2489,94,1,0,8,0.34,1
other,66846,6672,1479,2581,5,0,0,2,2.35,1
linkedin,14398,8769,638,740,161,1,0,3,4.24,0
linkedin,42033,7553,484,582,166,0,0,7,2.32,1
other,13311,5029,2264,828,258,1,0,8,3.05,1
instagram,82762,2815,2448,2356,25,1,0,4,3.63,0
linkedin,33562,8468,35,1905,34,1,0,8,2.43,1
tiktok,18693,8334,825,3633,35,1,0,6,3.47,0
facebook,2196,3898,2395,1168,132,1,0,2,2.91,0
telegram,8669,0,2546,793,244,1,0,7,0.38,1
telegram,43491,0,1353,3102,193,1,0,0,1.89,0
tiktok,51843,715,1896,653,91,0,0,0,0.8,0
instagram,17084,672,227,1042,76,1,0,4,1.21,0
instagram,45836,1004,616,2848,167,1,0,9,4.88,1
other,69650,6279,2853,2949,229,0,1,5,4.62,1
linkedin,41359,3410,9,744,150,0,0,6,2.48,0
instagram,27657,8401,3006,3091,100,1,0,8,5.22,1
telegram,32826,0,2714,3236,33,1,0,9,5.5,1
tiktok,63783,4263,415,3439,38,1,0,2,0.75,0
tiktok,5241,7529,2354,1233,247,0,0,2,2.33,0
x,95930,5786,7837,687,9,0,0,6,3.01,1
linkedin,42396,9912,557,3912,121,1,0,8,4.46,1
facebook,73535,4094,1921,811,273,0,0,9,1.91,1
linkedin,5657,4934,273,438,121,1,0,3,2.6,0
telegram,4695,0,1706,3984,165,0,0,4,3.91,0
tiktok,76292,2161,2094,2069,218,1,0,7,2.78,1
x,59810,8599,466,642,19,0,0,3,4.86,1
tiktok,15419,8989,1566,3009,256,1,0,8,3.87,1
tiktok,67170,1050,2182,868,231,1,0,7,3.45,1
other,94176,4584,2071,1138,170,0,0,6,3.28,0
tiktok,91594,2101,578,699,127,0,0,7,3.46,1
facebook,73740,1634,2343,1414,46,0,0,1,4,0
linkedin,20202,218,323,1103,246,0,0,8,5.44,1
telegram,29480,0,1277,513,194,0,0,0,4.74,1
tiktok,38674,1957,2280,772,39,0,0,5,5.95,1
linkedin,33800,7931,651,2878,210,1,0,7,4.98,1
instagram,59052,18,972,368,233,0,0,3,4.87,1
facebook,37403,1216,4445,842,149,1,0,1,2.57,0
x,58773,1979,523,3631,274,1,0,0,5.39,1
linkedin,40808,6420,847,3850,110,1,0,8,2.61,1
other,565,8530,43,2199,185,0,0,1,4.04,0
telegram,81113,0,2882,2956,100,1,0,3,0.32,0
facebook,55240,7347,4123,1878,142,1,0,7,3.1,1
other,28004,3701,1753,761,229,0,0,6,2.29,0
tiktok,25230,3648,1282,2874,257,1,0,2,0.43,0
telegram,82597,0,880,653,277,0,0,5,4.55,1
x,54921,9574,6219,3136,11,1,0,6,4.45,0
linkedin,9892,637,339,290,267,1,0,9,4.89,1
x,98704,1074,191,3725,246,0,0,0,5.5,1
facebook,71548,2846,195,2651,286,0,0,4,2.37,0
facebook,94817,4808,1417,3849,158,0,0,0,3.4,0
facebook,42915,3178,424,1082,181,0,0,1,4,0
tiktok,17194,7959,968,3164,71,1,0,4,2.28,0
x,24996,3432,9534,720,294,0,0,3,1.76,0
facebook,59789,5669,2474,379,210,1,0,9,4.69,1
x,89328,4793,4674,990,72,1,0,3,0.75,0
telegram,86555,0,1255,2930,219,1,0,9,4.16,1
linkedin,965,129,421,2601,24,0,0,2,2.88,0
linkedin,2684,4416,514,1795,142,0,1,3,3.86,0
linkedin,29392,686,581,1354,180,0,0,3,1.66,0
linkedin,18484,3390,481,1005,157,0,0,6,3.64,0
x,25017,3646,9109,1979,25,1,0,0,3.47,0
telegram,90518,0,2984,1291,120,1,0,8,0.45,1
tiktok,61807,4240,2080,1856,270,0,0,5,2.79,0
telegram,78946,0,984,3240,36,1,0,6,5.72,1
tiktok,57923,8020,1914,2212,12,1,0,9,3.23,1
instagram,72782,8448,3083,446,211,0,0,7,0.26,1
telegram,81490,0,4666,2473,58,0,0,5,2.47,0
instagram,3771,958,4347,2195,82,0,0,4,3.43,0
telegram,56851,0,4017,2914,277,0,0,2,1.97,0
instagram,37381,7551,2815,400,108,0,0,2,3.36,0
x,69192,8715,3383,2074,63,1,0,9,5.6,1
linkedin,2825,2246,548,1998,179,1,0,4,0.96,0
instagram,93011,7859,921,3131,101,0,1,5,2.16,0
facebook,3260,9610,2569,817,29,0,0,6,5.47,1
tiktok,85693,4869,643,3985,53,1,0,7,5.69,1
instagram,10534,9573,459,587,144,0,0,0,2.73,0
x,2631,227,5456,939,154,0,0,5,2.3,0
tiktok,83700,4854,1485,324,15,1,0,0,2.63,0
facebook,17769,9615,175,1524,77,1,0,5,5.18,1
linkedin,24158,8512,113,2498,118,1,0,3,1.91,0
instagram,81049,1611,556,1426,152,1,0,9,1.64,1
facebook,34111,2582,4772,388,52,0,0,3,0.33,0
other,63123,4910,1108,1953,168,1,0,2,1.11,0
x,42940,4486,5794,2961,245,1,0,5,1.57,0
other,23610,5909,552,1684,199,0,0,3,2.9,0
facebook,77597,6499,3837,305,156,1,1,7,1.91,1
instagram,65464,9048,3768,3727,276,1,0,1,5.29,1
linkedin,28109,8469,357,3877,69,0,0,3,3.56,0
x,96185,8271,3253,299,147,1,0,0,5.96,1
facebook,5141,5992,3651,3782,166,1,0,4,5.01,1
telegram,54462,0,2096,2095,55,1,0,7,2.93,1
facebook,59526,3251,2054,2549,248,0,0,6,2.75,0
telegram,26849,0,3204,740,106,1,0,8,2.33,1
other,76759,822,3856,1157,183,0,0,3,3.81,0
other,13515,234,4697,649,117,0,0,3,4.2,0
linkedin,36744,6225,191,3342,290,1,0,4,5.63,1
instagram,17939,7683,2430,1987,114,0,0,3,2.44,0
telegram,42816,0,1649,3465,197,0,0,1,5.65,1
linkedin,31800,156,526,510,14,0,0,0,2.55,0
facebook,54176,5656,3087,1648,14,0,0,3,1.43,0
tiktok,9230,1258,895,2682,231,0,0,6,3.71,0
facebook,83996,5919,4254,2614,46,0,0,8,4.99,1
linkedin,19961,8314,536,167,276,1,0,3,5.61,1
x,58268,4354,5046,1352,251,0,0,7,1.37,1
facebook,67445,4661,1500,1361,199,0,0,5,2.52,0
tiktok,56680,6595,377,581,29,1,0,1,5.56,1
tiktok,50934,4914,2608,3615,294,0,0,5,3.02,0
instagram,4965,6286,3320,1372,229,1,0,1,4.74,1
telegram,94182,0,408,2092,174,1,0,4,5.13,1
tiktok,96554,1805,2325,3418,5,1,0,0,5.47,1
facebook,32125,7537,4375,1976,102,0,0,5,0.53,0
instagram,77078,2977,1153,2593,269,1,0,0,5.2,1
x,80869,9995,6593,1624,187,1,0,9,2.54,1
other,62197,7884,2205,2152,117,0,0,8,2.84,1
x,4830,166,7754,219,20,0,0,5,3.63,0
linkedin,33651,2803,508,217,156,1,0,2,2.68,0
telegram,12178,0,1892,147,201,1,0,9,2.64,1
linkedin,730,7014,493,3800,54,1,0,3,1.56,0
tiktok,21711,7760,1469,2505,143,1,0,4,3.15,0
telegram,34986,0,1619,1882,279,0,0,1,0.68,0
x,30473,924,2646,3326,129,1,0,0,3.52,0
telegram,45313,0,3083,3816,178,0,0,7,4.11,1
x,42012,9036,3123,1205,221,1,0,4,1.48,0
facebook,71667,4624,2942,369,118,0,0,8,4,1
facebook,77681,5353,3285,720,216,0,0,4,3.84,0
instagram,1301,5396,1515,2966,38,1,1,3,5.13,1
other,45538,4167,4986,262,50,0,0,6,2.99,0
facebook,68226,4863,4823,669,69,1,0,5,0.44,0
other,29882,4193,2065,738,194,0,0,6,0.6,0
x,15015,6413,6786,2167,11,1,0,1,0.1,0
x,60719,6210,6884,2489,14,1,0,8,2.22,1
facebook,27746,7006,227,3295,106,0,0,1,2.96,0
tiktok,86971,5666,1963,692,18,1,0,7,3.6,1
linkedin,46458,1940,137,2039,291,1,0,5,2.54,0
telegram,49923,0,4015,852,206,1,0,1,1.26,0
linkedin,8178,852,546,2537,80,1,0,9,1.46,1
facebook,12020,8556,1449,541,171,0,0,7,3.92,1
linkedin,34571,9213,155,448,208,1,0,5,2.62,0
telegram,81455,0,3158,3890,140,0,0,1,3.57,0
facebook,76120,1867,3943,1227,69,1,0,5,2.16,0
facebook,65642,4834,4302,563,148,1,0,4,4.13,0
x,76816,6121,8229,2284,56,1,0,8,4.56,1
linkedin,37453,3549,698,2775,80,1,0,0,2.25,0
linkedin,26034,9444,588,3093,221,1,0,6,3.65,0
x,33205,9361,8209,2506,243,1,1,9,4.35,1
other,80934,660,510,3336,247,0,0,3,1.16,0
other,18472,8026,4341,3860,15,1,0,6,3.34,0
instagram,70423,9378,426,1655,195,0,0,5,1.53,0
instagram,56247,9238,2204,568,280,0,0,4,2.91,0
tiktok,30776,9223,2626,3432,236,1,0,4,3.86,0
other,20946,9906,3817,3246,13,0,0,9,0.56,1
tiktok,58182,5602,2187,3792,261,0,0,0,4.53,1
facebook,91937,3159,3120,3156,82,1,0,7,1.39,1
instagram,59886,1625,2926,2719,242,0,0,1,4.78,1
instagram,61293,6775,1315,3956,207,1,0,9,3.68,1
telegram,6414,0,79,3885,184,0,1,4,1.97,0
x,70047,9804,7323,2402,165,0,0,0,5.01,1
facebook,3093,869,2647,3322,128,1,0,7,5.11,1
other,86840,3364,1835,1385,247,1,0,8,1.82,1
instagram,30297,4780,1708,2705,254,0,0,1,0.8,0
telegram,73757,0,4085,3623,3,1,0,2,2.41,0
tiktok,80399,4049,1493,262,28,0,0,0,5.42,1
facebook,61855,2251,2710,3042,10,1,0,2,5.19,1
instagram,74632,6707,1382,3096,184,0,0,1,3.3,0
tiktok,90639,8590,1800,1087,260,1,0,3,0.2,0
linkedin,31699,3303,583,3487,30,1,1,4,2.56,0
linkedin,10226,6640,838,321,22,0,0,1,5.6,1
linkedin,49885,4077,193,281,194,0,0,3,5.06,1
telegram,77707,0,3387,615,292,0,0,5,0.3,0
linkedin,19232,9459,698,1666,12,0,0,5,5.83,1
instagram,6610,5765,4418,471,65,1,0,4,1.21,0
facebook,97360,8977,793,2933,226,0,0,3,3.46,0
linkedin,32790,3723,71,108,190,0,0,5,5.87,1
linkedin,49630,2413,876,1118,286,1,0,8,1.97,1
telegram,28525,0,3891,2203,95,1,0,1,1.46,0
x,7925,3371,20,2560,104,1,1,8,3.76,1
facebook,6940,203,808,1006,218,0,0,5,1.74,0
tiktok,41783,6552,137,570,93,0,0,7,2.43,1
telegram,14123,0,1658,807,236,1,0,9,5.93,1
linkedin,32832,7084,198,1845,137,0,0,5,2.22,0
linkedin,43812,5080,825,1308,101,1,0,7,5.92,1
facebook,76579,4418,3259,614,4,0,0,3,4.34,1
facebook,42240,9279,2808,2158,158,0,0,4,1.35,0
telegram,42406,0,1850,3342,154,0,0,8,2.95,1
telegram,76034,0,4806,3515,298,1,0,5,4.23,0
tiktok,66333,4290,414,2111,121,0,0,4,5.53,1
x,75093,9272,6762,3684,236,1,0,5,4.82,1
telegram,28106,0,2948,3132,95,1,0,9,4.61,1
other,77066,3947,3465,898,296,1,0,5,5.75,1
other,50639,3836,2776,1729,95,1,0,0,3.47,0
other,38108,257,2931,3097,190,1,0,7,1.1,1
x,22228,1865,9860,3515,78,0,0,6,2.53,0
linkedin,13844,3944,321,2308,29,1,0,1,1.98,0
tiktok,86879,7135,2678,703,53,1,0,0,5.83,1
x,99976,8112,8226,3842,192,1,0,3,2.66,0
tiktok,34866,6227,2692,2723,168,0,0,9,3.79,1
tiktok,78097,9140,2051,2728,207,0,0,1,0.5,0
x,42548,1751,5564,1085,108,1,0,7,4.89,1
tiktok,27566,3684,1734,1160,184,1,0,8,4.64,1
facebook,21498,949,2497,1716,26,1,0,1,4.35,0
instagram,38098,3243,1329,1657,96,1,0,3,4.77,1
other,50075,2788,2390,3913,249,1,1,9,3.76,1
other,32210,617,2794,3343,9,1,0,3,1.97,0
other,6862,9157,1581,3542,93,0,0,1,4.6,1
other,90504,5573,3310,1256,202,0,0,6,3.66,0
linkedin,11991,5899,432,3838,188,0,0,2,4.81,1
linkedin,5695,5734,223,2284,44,0,1,3,3.69,0
facebook,74081,9539,4968,3535,132,0,0,1,0.59,0
linkedin,49247,5268,39,2327,94,0,0,1,4.36,0
x,85053,4505,3308,3433,5,1,0,3,2.51,0
linkedin,22363,2978,618,1089,256,1,0,4,5.89,1
linkedin,12768,2945,340,3901,232,1,0,1,1.8,0
facebook,68371,8181,4994,3454,159,0,0,7,3.32,1
linkedin,32194,8335,830,3568,61,0,1,6,4.72,1
facebook,82011,9457,1992,1909,34,1,0,2,3.54,0
telegram,47456,0,2201,1444,32,0,0,2,3.33,0
tiktok,40958,9197,1507,1128,97,1,0,6,2.23,0
tiktok,49629,8464,60,1882,223,1,1,9,5.85,1
tiktok,4725,1194,2954,97,105,0,0,2,4.36,0
other,38179,140,1923,3469,190,1,0,0,2.78,0
facebook,45959,218,2017,3480,170,0,0,3,4.38,0
telegram,6277,0,2620,3566,297,0,0,6,3.81,0
linkedin,1315,7160,752,2367,220,1,0,4,0.67,0
tiktok,4019,6843,2527,3063,289,1,0,5,5.46,1
linkedin,41620,7918,761,3870,77,1,0,5,3.02,0
tiktok,15954,2779,597,1808,95,0,0,9,3.45,1
tiktok,39220,7454,156,2885,264,1,0,1,2.45,0
facebook,32694,3389,3888,1251,68,0,0,7,5.74,1
instagram,82208,7926,3709,1036,169,0,0,1,0.46,0
facebook,51782,1658,1397,435,67,0,0,2,3.53,0
tiktok,20449,1123,1703,1183,67,0,0,5,1.22,0
tiktok,35568,2516,1857,640,35,0,0,6,5.38,1
facebook,70690,3237,448,2176,34,0,0,5,2.28,0
instagram,87739,6881,1773,2992,177,0,0,4,4.92,1
other,53950,8205,163,1209,251,1,0,1,0.16,0
x,69803,5973,6044,1682,44,0,0,3,0.1,0
telegram,87221,0,860,2764,111,1,0,8,5.53,1
